,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentimental_value
0,1.5132E+18,1.5132E+18,2022-04-10 12:46:28 Eastern Daylight Time,4/10/2022,12:46:28,-400,18266688,tomfitton,Tom Fitton,0,".@ElonMusk would be in jail if @Tesla lied about its cars the way @Twitter, @Facebook, and @Google/@YouTube lie about their censorship.",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'twitter', 'name': 'twitter', 'id': '783214'}, {'screen_name': 'facebook', 'name': 'facebook', 'id': '217804739'}, {'screen_name': 'google', 'name': 'google', 'id': '20536157'}, {'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",[],[],341,1092,5892,[],[],https://twitter.com/TomFitton/status/1513196728769560579,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
1,1.51317E+18,1.51317E+18,2022-04-10 10:45:10 Eastern Daylight Time,4/10/2022,10:45:10,-400,8.23766E+17,lynaldencontact,Lyn Alden,0,"This is a great piece on @blocks (formerly Square) @blockstream, and @tesla building out solar bitcoin mining.  It makes power resources in remote locations profitable, which would otherwise not be. Those resources can then be used for other things too.  https://t.co/r1PJQomRFC",en,"[{'screen_name': 'blocks', 'name': 'block', 'id': '1449098672252198921'}, {'screen_name': 'blockstream', 'name': 'blockstream', 'id': '2307692107'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",['https://cnb.cx/3JnDDOD'],[],102,216,1243,[],[],https://twitter.com/LynAldenContact/status/1513166200238493697,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
2,1.51315E+18,1.51315E+18,2022-04-10 09:40:03 Eastern Daylight Time,4/10/2022,9:40:03,-400,1.38991E+18,cb_doge,DogeDesigner,0,"Tesla - A Trillion Dollar Company, World's Largest Car Manufacturer will be posting Q1,2022 Earnings on 4/20.   DOGECOIN on their balance sheet will be made public for the first time. This will be just a beginning of the global adoption.  #Tesla #Dogecoin @Tesla @elonmusk @omead  https://t.co/Sd7t8vJ3Ii",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'omead', 'name': 'omead afshar', 'id': '44481652'}]",[],[],34,193,699,"['tesla', 'dogecoin']",[],https://twitter.com/cb_doge/status/1513149816603258885,FALSE,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1513149726904188930/pu/img/x6C5ziomxM7rMTD_.jpg,0,0,0,0,0,0,[],0,0,0,0,0
3,1.51315E+18,1.51315E+18,2022-04-10 09:29:06 Eastern Daylight Time,4/10/2022,9:29:06,-400,349249475,gerberkawasaki,Ross Gerber,0,Every time I get back from being around tesla and Elon. I become super motivated. There is something in the air… up half the night thinking about GK Austin. $tsla #tesla,en,[],[],[],74,73,1376,['tesla'],['tsla'],https://twitter.com/GerberKawasaki/status/1513147060370903044,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
4,1.51302E+18,1.51302E+18,2022-04-10 00:51:59 Eastern Daylight Time,4/10/2022,0:51:59,-400,740946180,minimalduck,Arash Malek 🦆,0,Cybertruck is 🔥 🔥🔥 @elonmusk @Tesla  https://t.co/eNAmXqRXLE,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],48,129,1223,[],[],https://twitter.com/MinimalDuck/status/1513016923772104704,FALSE,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1513016835955994625/pu/img/EsRoPUPnSzBio6NN.jpg,0,0,0,0,0,0,[],0,0,0,0,0
5,1.51297E+18,1.51297E+18,2022-04-09 21:44:43 Eastern Daylight Time,4/9/2022,21:44:43,-400,1.23393E+18,gailalfaratx,"Gail Alfar (Austin, Texas)",0,"Beethoven Symphony No. 5, allegro con brio plays while the incredible fireworks display shines over the Giga Texas at the Cyber Rodeo @Tesla @elonmusk 1/2  https://t.co/ANswuK4YHi",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],48,126,992,[],[],https://twitter.com/GailAlfarATX/status/1512969794005389316,FALSE,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1512969652909006850/pu/img/AzOr4mftq-NHZmGQ.jpg,0,0,0,0,0,0,[],0,0,0,0,0
6,1.51295E+18,1.51295E+18,2022-04-09 20:30:27 Eastern Daylight Time,4/9/2022,20:30:27,-400,349249475,gerberkawasaki,Ross Gerber,0,I’ve been to a lot of parties. This was one of the best parties of all time. For sure @elonmusk ! #CyberRodeo #Tesla $tsla  https://t.co/ahhKR1CvaG,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/FP8U_9LagAAiI_q.jpg'],59,114,1742,"['cyberrodeo', 'tesla']",['tsla'],https://twitter.com/GerberKawasaki/status/1512951107269451777,FALSE,0,1,https://pbs.twimg.com/media/FP8U_9LagAAiI_q.jpg,0,0,0,0,0,0,[],0,0,0,0,0
7,1.51294E+18,1.51294E+18,2022-04-09 19:57:45 Eastern Daylight Time,4/9/2022,19:57:45,-400,25219597,teslaw22,Jordan⚡️,0,I love my new car! Thank you @Tesla team,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],14,41,679,[],[],https://twitter.com/TesLaw22/status/1512942876614873097,FALSE,https://twitter.com/tesla/status/1512813356264177672,0,0,0,0,0,0,0,0,[],0,0,0,0,0
8,1.51293E+18,1.51293E+18,2022-04-09 19:25:39 Eastern Daylight Time,4/9/2022,19:25:39,-400,1.33213E+18,mtradess,MoeTradess,0,"BREAKING; Elon Musk removes Michael Burry’s verified status, Blue check mark gone because he shorted $TSLA",en,[],[],[],100,57,1139,[],['tsla'],https://twitter.com/MTradess/status/1512934797244514310,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
9,1.51293E+18,1.51293E+18,2022-04-09 18:50:55 Eastern Daylight Time,4/9/2022,18:50:55,-400,1.01606E+18,teslaownerssv,Tesla Owners Silicon Valley,0,It’s been a mind blowing trip bringing my daughter to Tesla events and ending it with StarBase. I love teaching her about rocketry and about the future of EVs. @elonmusk @SpaceX @tesla  https://t.co/qXrXi3co98,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'spacex', 'name': 'spacex', 'id': '34743251'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],['https://pbs.twimg.com/media/FP7-OhCX0AQVzxl.jpg'],96,197,3485,[],[],https://twitter.com/teslaownersSV/status/1512926055451004931,FALSE,0,1,https://pbs.twimg.com/media/FP7-OhCX0AQVzxl.jpg,0,0,0,0,0,0,[],0,0,0,0,0
10,1.51292E+18,1.51292E+18,2022-04-09 18:46:24 Eastern Daylight Time,4/9/2022,18:46:24,-400,9.85686E+17,kristennetten,•K10•♥️🕊🇺🇦 🦊,0,Can’t wait to take over Austin again with all my Tesla friends here on twitter!  You all rock!! Thanks again @elonmusk @tesla @woodhaus2 @omead!!   Cyber Rodeo was epic!! ⚡️  Austin Giga Factory is gargantuas!  https://t.co/zBxnNUhSOg,en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}, {'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'woodhaus2', 'name': 'franz von holzhausen', 'id': '55769345'}, {'screen_name': 'omead', 'name': 'omead afshar', 'id': '44481652'}]",[],['https://pbs.twimg.com/media/FP79METWQAsGxTx.jpg'],43,52,773,[],[],https://twitter.com/Kristennetten/status/1512924922351431684,FALSE,0,1,https://pbs.twimg.com/media/FP79METWQAsGxTx.jpg,0,0,0,0,0,0,[],0,0,0,0,0
11,1.51292E+18,1.51292E+18,2022-04-09 18:24:01 Eastern Daylight Time,4/9/2022,18:24:01,-400,431831209,umbisam,🇺🇦 🇺🇦Umbisam (StandWithUkraine)🇺🇦 🇺🇦,0,BREAKING: Cathie will publish Ark updated model on $TSLA next Monday.,en,[],[],[],22,64,929,[],['tsla'],https://twitter.com/Umbisam/status/1512919288683929608,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
12,1.51291E+18,1.51291E+18,2022-04-09 17:48:23 Eastern Daylight Time,4/9/2022,17:48:23,-400,1.14245E+18,jcoviedo6,JC Oviedo,0,Spotted: New $TSLA Chief Accounting Officer    https://t.co/lirOFbyJVW,en,[],[],[],23,102,576,[],['tsla'],https://twitter.com/JCOviedo6/status/1512910321010237457,FALSE,0,1,https://pbs.twimg.com/ext_tw_video_thumb/1512328365608476673/pu/img/UrLu718LWEBvMb7S.jpg,0,0,0,0,0,0,[],0,0,0,0,0
13,1.51291E+18,1.51291E+18,2022-04-09 17:30:00 Eastern Daylight Time,4/9/2022,17:30:00,-400,23389610,mcjamez,Jim McPherson,0,".@Tesla’s Fremont factory was the most efficient factory in the USA in 2021. Yes, the same factory shown on the top of this illustration from @elonmusk ‘s #CyberRodeo talk.  I’m a hair bullish on Giga Austin.  https://t.co/VTy8O7mzT5",en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/FP7rtbSXoAc3zav.jpg'],28,117,951,['cyberrodeo'],[],https://twitter.com/mcjamez/status/1512905695728967684,FALSE,0,1,https://pbs.twimg.com/media/FP7rtbSXoAc3zav.jpg,0,0,0,0,0,0,[],0,0,0,0,0
14,1.5129E+18,1.5129E+18,2022-04-09 17:26:38 Eastern Daylight Time,4/9/2022,17:26:38,-400,8.17008E+17,marketrebels,Market Rebellion,0,Elon Musk says $TSLA is working to develop dedicated robotaxis,en,[],[],[],46,105,1582,[],['tsla'],https://twitter.com/MarketRebels/status/1512904847313547273,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
15,1.5129E+18,1.5129E+18,2022-04-09 17:07:12 Eastern Daylight Time,4/9/2022,17:07:12,-400,3840,jason,@jason calacanis,0,The self driving team @tesla is insanely impressive,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}]",[],[],42,30,1034,[],[],https://twitter.com/Jason/status/1512899954750095361,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
16,1.51285E+18,1.51285E+18,2022-04-09 13:32:05 Eastern Daylight Time,4/9/2022,13:32:05,-400,1.38864E+18,pythadoge,Pytha 🌌⚡️🐕,0,I’m in! $DOGE x @tesla @elonmusk  https://t.co/dKnYpbVXj4,en,"[{'screen_name': 'tesla', 'name': 'tesla', 'id': '13298072'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],['https://pbs.twimg.com/media/FP61QE6XMAovisX.jpg'],43,150,1010,[],['doge'],https://twitter.com/pythadoge/status/1512845818553843714,FALSE,0,1,https://pbs.twimg.com/media/FP61QE6XMAovisX.jpg,0,0,0,0,0,0,[],0,0,0,0,0
17,1.51285E+18,1.51285E+18,2022-04-09 13:32:04 Eastern Daylight Time,4/9/2022,13:32:04,-400,9.85244E+17,teslaconomics,Teslaconomics,0,"$10,000 per share in 10 yrs.   $TSLA #Tesla",en,[],[],[],197,74,1499,['tesla'],['tsla'],https://twitter.com/Teslaconomics/status/1512845817668726785,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
18,1.51282E+18,1.51282E+18,2022-04-09 11:51:50 Eastern Daylight Time,4/9/2022,11:51:50,-400,9.85244E+17,teslaconomics,Teslaconomics,0,Tesla’s Texas Gigafactory puts the nail in the coffin for any ICE / EV vehicle manufacturer in the world.   The ultimate nightmare for competitors has just begun.  $TSLA #Tesla,en,[],[],[],42,40,636,['tesla'],['tsla'],https://twitter.com/Teslaconomics/status/1512820591132176384,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
