,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentimental_value
0,1.5186E+18,1.5186E+18,2022-04-25 10:39:50 Eastern Daylight Time,4/25/2022,10:39:50,-400,430421961,susanlitv,Susan Li,0,"#Twitter could accept #ElonMusk $46.5 bln takeover offer according reports📊  $54.20 a share enough in these bear market conditions? Not the end tho because $twtr can accept &amp; look for 2nd higher bidder with ""Go Shop"" provision Is it worth trading #Tesla 4 #Socialmedia  My take💭  https://t.co/Spv4Vwtzqd",en,[],[],[],8,8,58,"['twitter', 'elonmusk', 'tesla', 'socialmedia']",['twtr'],https://twitter.com/SusanLiTV/status/1518600677848719363,FALSE,0,1,https://pbs.twimg.com/amplify_video_thumb/1518598082644127746/img/XK3xOqj65U3Ia0tU.jpg,0,0,0,0,0,0,[],0,0,0,0,1
1,1.51849E+18,1.51849E+18,2022-04-25 03:33:35 Eastern Daylight Time,4/25/2022,3:33:35,-400,8.28236E+17,ngolotesla,N'Golo ▂▃▅ 73%… 🙏,0,warm cozy shower or bath right before bedtime really increases your sleep quality. yes it is obvious. yes it still bears repeating.,en,[],[],[],4,3,113,[],[],https://twitter.com/NgoloTesla/status/1518493407525621760,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,1
2,1.51843E+18,1.51842E+18,2022-04-24 23:02:57 Eastern Daylight Time,4/24/2022,23:02:57,-400,549808743,dooomenicooo,Tesla bear temporarily,0,@42soho @AIxAnalyst @TheNBACentral @AhnFireDigital Career high ppg in Cancun,en,[],[],[],2,0,69,[],[],https://twitter.com/Dooomenicooo/status/1518425302371864576,FALSE,0,0,0,0,0,0,0,0,0,"[{'screen_name': '42soho', 'name': 'MJ 🦋🥀', 'id': '4455626236'}, {'screen_name': 'AIxAnalyst', 'name': 'AI 🧬', 'id': '1405414506147160064'}, {'screen_name': 'TheNBACentral', 'name': 'NBACentral', 'id': '1548977419'}, {'screen_name': 'AhnFireDigital', 'name': 'Ahn Fire Digital', 'id': '1178815528590176257'}]",0,0,0,0,1
3,1.51791E+18,1.51778E+18,2022-04-23 13:01:10 Eastern Daylight Time,4/23/2022,13:01:10,-400,1.12684E+18,bluebearcafe1,Former Tesla Bear,0,Those who thinks stock spilts won’t affect fundamentals did not buy $TSLA before the last spilt 😆🤣,en,[],[],[],3,1,71,[],['tsla'],https://twitter.com/bluebearcafe1/status/1517911470004051968,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,1
4,1.51778E+18,1.51778E+18,2022-04-23 04:05:07 Eastern Daylight Time,4/23/2022,4:05:07,-400,1.12684E+18,bluebearcafe1,Former Tesla Bear,0,"As @BillGates still has a short position on $TSLA, why not have a 100:1 stock spilt asap @elonmusk ?  Would be fun….😆",en,"[{'screen_name': 'billgates', 'name': 'bill gates', 'id': '50393960'}, {'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],85,117,1738,[],['tsla'],https://twitter.com/bluebearcafe1/status/1517776569497886720,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0
5,1.51764E+18,1.51764E+18,2022-04-22 19:09:47 Eastern Daylight Time,4/22/2022,19:09:47,-400,378061300,turmshrub,tomb,0,who's your favorite scientist mines Tesla ok so how do you *think* you spell bearanstain bears hey have you heard of the birds aren't real conspiracy,en,[],[],[],2,1,50,[],[],https://twitter.com/TurmShrub/status/1517641848138997761,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,1
6,1.51754E+18,1.51751E+18,2022-04-22 12:06:21 Eastern Daylight Time,4/22/2022,12:06:21,-400,8.56206E+17,labeardod,labeardod.net,0,@Phylan Tesla Autopilot thought the plane was a cyclist.,en,[],[],[],1,2,81,[],[],https://twitter.com/LaBearDod/status/1517535289006501888,FALSE,0,0,0,0,0,0,0,0,0,"[{'screen_name': 'Phylan', 'name': 'waffle party planner', 'id': '28171432'}]",0,0,0,0,0
7,1.5172E+18,1.51712E+18,2022-04-21 13:34:54 Eastern Daylight Time,4/21/2022,13:34:54,-400,1.12046E+18,equilibrium_420,equilibrium,0,@Rotes0 @carlquintanilla You don’t have to trust their accounting when it comes to the debt. Ask the lenders or bond holders. They all got paid back. Tesla has no debt. This is the same Tesla the bears said couldn’t survive without persistently dipping into capital markets for cash.,en,[],[],[],1,4,85,[],[],https://twitter.com/Equilibrium_420/status/1517195185146540033,FALSE,0,0,0,0,0,0,0,0,0,"[{'screen_name': 'Rotes0', 'name': 'stockguy', 'id': '1453877823945445379'}, {'screen_name': 'carlquintanilla', 'name': 'Carl Quintanilla', 'id': '114782468'}]",0,0,0,0,1
8,1.51712E+18,1.51712E+18,2022-04-21 08:38:09 Eastern Daylight Time,4/21/2022,8:38:09,-400,8.97852E+17,maxime__prigent,Maxime Loves Cryptos,0,"Bonjour ! Les earnings de tesla, netflix, bancaires sont passés. Ces catalyseurs étant épuisés et contenus par les bulls, depuis cette nuit les marchés avancent en mode to the moon, sans pour le moment trouver une vraie intervention des bears. Mais où sont-ils ?",fr,[],[],[],17,18,122,[],[],https://twitter.com/maxime__prigent/status/1517120503919562753,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,1
9,1.51689E+18,1.51689E+18,2022-04-20 17:15:05 Eastern Daylight Time,4/20/2022,17:15:05,-400,1.28982E+18,stocktalkweekly,Stock Talk Weekly 🎙,0,"Every quarter the bears say $TSLA is headed back to $500, and every quarter they're wrong. Growth stocks continue to crumble around us, but Tesla continues to defy expectations.   What company of this size has this magnitude of growth &amp; tailwinds over the next 10 years? @elonmusk",en,"[{'screen_name': 'elonmusk', 'name': 'elon musk', 'id': '44196397'}]",[],[],22,16,267,[],['tsla'],https://twitter.com/stocktalkweekly/status/1516888208310779904,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,2
10,1.51688E+18,1.51688E+18,2022-04-20 16:46:59 Eastern Daylight Time,4/20/2022,16:46:59,-400,7.18747E+17,alex_avoigt,Alex,0,"And finally this:  ""Tesla acts as the insurance carrier, which means that we are the underwriter and bear financial risk""  Not long ago WallStreet Analysts said Tesla is a financial risk 🤣   - now they take the risk from other",en,[],[],[],2,6,121,[],[],https://twitter.com/alex_avoigt/status/1516881135418101760,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,1
11,1.51687E+18,1.51687E+18,2022-04-20 16:16:55 Eastern Daylight Time,4/20/2022,16:16:55,-400,376147895,teslasg,T ⚡️🔋🚀🌕🇺🇦,0,BREAKING: Tesla $3.22 beat 2.26 Estimate as well as bear all the Tesla bulls Estimate 🤣 $TSLA 🔥📈🚀,en,[],[],[],6,59,801,[],['tsla'],https://twitter.com/TeslaSg/status/1516873568683921408,FALSE,0,0,0,0,0,0,0,0,0,[],0,0,0,0,2
